201329.90,0.00000000,0.00000000,None
201330.00,0.00000000,0.00000000,None
201330.10,0.00000000,0.00000000,None
201330.20,0.00000000,0.00000000,None
201330.30,0.00000000,0.00000000,None
201330.40,0.00000000,0.00000000,None
201330.50,0.00000000,0.00000000,None
201330.60,0.00000000,0.00000000,None
201330.70,0.00000000,0.00000000,None
201330.80,0.00000000,0.00000000,None
201330.90,0.00000000,0.00000000,None
201331.00,0.00000000,0.00000000,None
201331.10,0.00000000,0.00000000,None
201331.20,0.00000000,0.00000000,None
201331.30,0.00000000,0.00000000,None
201331.40,0.00000000,0.00000000,None
201331.50,0.00000000,0.00000000,None
201331.60,0.00000000,0.00000000,None
201331.70,0.00000000,0.00000000,None
201331.80,0.00000000,0.00000000,None
201331.90,0.00000000,0.00000000,None
201332.00,0.00000000,0.00000000,None
201332.10,0.00000000,0.00000000,None
201332.20,0.00000000,0.00000000,None
201332.30,0.00000000,0.00000000,None
201332.40,0.00000000,0.00000000,None
201332.50,0.00000000,0.00000000,None
201332.60,0.00000000,0.00000000,None
201332.70,0.00000000,0.00000000,None
201332.80,0.00000000,0.00000000,None
201332.90,0.00000000,0.00000000,None
201333.00,0.00000000,0.00000000,None
201333.10,0.00000000,0.00000000,None
201333.20,0.00000000,0.00000000,None
201333.30,0.00000000,0.00000000,None
201333.40,0.00000000,0.00000000,None
201333.50,0.00000000,0.00000000,None
201333.60,0.00000000,0.00000000,None
201333.70,0.00000000,0.00000000,None
201333.80,0.00000000,0.00000000,None
201333.90,0.00000000,0.00000000,None
201334.00,0.00000000,0.00000000,None
201334.10,0.00000000,0.00000000,None
201334.20,0.00000000,0.00000000,None
201334.30,0.00000000,0.00000000,None
201334.40,0.00000000,0.00000000,None
201334.50,0.00000000,0.00000000,None
201334.60,0.00000000,0.00000000,None
201334.70,0.00000000,0.00000000,None
201334.80,0.00000000,0.00000000,None
201334.90,0.00000000,0.00000000,None
201335.00,0.00000000,0.00000000,None
201335.10,0.00000000,0.00000000,None
201335.20,0.00000000,0.00000000,None
201335.30,0.00000000,0.00000000,None
201335.40,0.00000000,0.00000000,None
201335.50,0.00000000,0.00000000,None
201335.60,0.00000000,0.00000000,None
